Length,audio_name,Transcript,negative_count,positive_count,negative_positions,positive_positions,Senti,Total Frame Count,Total Positive Frames,Total Negative Frames,Total Neutral Frames,General Percentage,Negative_Frame_Sentiments,Positive_Frame_Sentiments
42.52,205 (111).wav,میں نے اس فوٹیج بھی دیکھی اسٹیج بھی جاکے میں نے وزٹ کیا ان کا شوروم اور فوٹیج میں اویلیبل فور بکنگ وہ میں کروا سکتا تھا بہت اسانی سے بٹ مجھے ہندہ ہی نہیں مل رہی تھی سو میں 5 منٹس پے گیا نیچرلی ائی لوک ڈیڈ سو لکلی فاؤنڈ مائی کلر سلور مجھے کلر چاہیے تھا مجھے کلر مل گیا کہ بھائی یہ کلر اویلیبل ہے ائی میڈ ا کال وہ میرے نیبر میں بات کری بھی تھی تو میں افس سے واپسی میں چلا گیا میرے ساتھ تھی مائی وائف میرے ساتھ تھی ہم نے وہیں پر ڈسکشن کیا 50 کے,2,3,"[14, 22]","[8, 27, 35]",1,42,2,11,13,"(0, 30.952380952380953)","[9, 0]","[0, 0, 0]"
76.32,205 (112).wav,50 کی میری میرا بجٹ تھا بٹ یہ 56 بتا رہا تھا 56 پے پہنچ گئے یار یہ کریں ڈیسیژن نہیں ہے کال میں بولا اوکے یہ اپ کا بہانہ بیانا میں نے دے دیا میں نے کنڈیشنل پہ انا دیا میں نے بولا کہ بھئی یہ پاک ویلز کا سروے ہوگا وہ اوکے کریں گے میں اپ سے لے رہا ہوں یہ انسپیکشن کر لیں گے وہ اوکے کریں گے کوئی میجر ایشو نہیں ملے گا تو میں اپ سے گاڑی لے لوں گا تو میں نے یہ کیا اور وہ اس میں کافی ساری چیزیں ایسی ہے سامنے ائی جو کہ ان کو بھی نہیں پتا تھا کہ بھائی یہ چاہیے کب لگا تھا یہ اسکریچ کہاں سے ایا چھوٹا چھوٹا اسکریچ بھی جو ہے نا وہ نظر ہی نہیں ارہا ہے نیکٹ ائی سے نظر نہیں ارہا بہت قریب جا کے دیکھو تو اپ کو پتہ چلتا ہے جب میں نے پاسو بھی خریدی تھی شوروم سے خریدی تھی تو میں نے میں نے یہ رول بنا دیا کہ بھائی انسپیکشن کرو پاک ویل سے وہ بتائیں گے تھرڈ پارٹی ہے کسی کا کوئی وہ نہیں ہے نہ شوروم والے ہے نہ ہمارے سائیڈ سے وہ ایک نیوٹرل اپ کو ویو دیتے ہیں اس میں سب چیز سامنے اجاتی ہے پتہ چل جاتا ہے کہ جی واٹ ار یو پینگ فور,11,2,"[7, 26, 36, 42, 42, 45, 47, 64, 65, 66, 72]","[1, 32]",2,76,3,33,31,"(2, 43.42105263157895)","[0, 0, 0, 0, 0, 0, 9, 0, 9, 0]","[1, 0]"
46.6,205 (113).wav,"سو یہ چیز ہے اپ نے گاڑی لے لی ہے اب تقریبا چار پانچ ہزار کلو میٹر چلا چکے ہیں کلومیٹر تو نہیں ہے 6000 کلومیٹر 600 کلومیٹر میں نے خریدنے کے بعد میں 4,000 4,000 چاہیے زیادہ لے گی تو اپ کو ان ہائی وے از گیٹنگ اراؤنڈ 11.5 ٹو 12 اباد سے ایا ہوں ابھی حیدراباد سے میں ایا ہوں میں وہاں سے فل کرایا تھا ٹول پلازہ سے فل کرایا تھا 622 کلومیٹر رینج بتا رہی تھی میں یہاں پے پہنچ گیا ہوں میں نے ریسیو نہیں کرائی ہے 523 کلومیٹر مجھے رینج بتا رہی ہے نہیں کہ 100 کلومیٹر صرف چلیے بیچ میں میں بچوں کو",7,0,"[1, 10, 16, 29, 38, 42, 44]",[],1,46,0,14,17,"(0, 36.95652173913043)","[0, 0, 0, 9, 0, 0, 0]",[]
48.6,205 (114).wav,اسکول چھوڑنے گیا تھا ایک دن 12 اگیا شہر کے اندر 9.5 10 میں اتنا یوز ہے نہیں شہر کے اندر بھی میں بہت کم ڈسٹینس پہ ٹریول کرتا ہوں جیسے ابھی افس کا اپ نے ڈسٹینس دیکھیں کہ میں واکنگ ڈے گھر سے افس سو اس پہ اتنی ایفیشنسی نہیں اتی ہے 9.5 110 مشکل سے ٹچ کرتی کرنا چاہتا ہوں تو پھر ٹچ کرتے ہیں کوشش کرتا ہوں کہ اس کو جو ہے نا یہ کلو میٹر پر رکھ دو تاکہ میں یہ جو ہے نہ وہ نو بار بار ٹینشن نہ اجائے ٹھیک ہے,6,2,"[9, 13, 26, 28, 44, 47]","[16, 48]",1,48,2,15,21,"(0, 43.75)","[0, 0, 0, 9, 0, 0]","[1, 0]"
50.99,204 (1).wav,السلام علیکم کیا حال چال ہیں اپ سب کا امید ہے اپ لوگ خوش ہوں گے خیریت سے ہوں گے ہنس رہے ہوں گے اور مسکرا رہے ہوں گے بھئی میں تو بہت خوش ہوں سوچو کیوں میں بتاتی ہوں میں بتاتی ہوں بھائی اج نہ اج تو میں اپنے اور اپ کے میرا تو کام ہو گیا ویسے اپ کے کام کے لئے ایک چیز لائی ہوں لیکن اس کام کو کرنے کے لئے اپ لوگوں کے پاس صرف اور صرف پانچ دن ہیں اج کے بعد کیسے اب وہ کام کیا ہے اور اتنا میں خوش کیوں ہوں خوشی کے لیے کوئی بہانہ تو ضروری نہیں ہوتا لیکن ہم لڑکیوں کے لئے بہت ضروری ہوتا ہے ہمیں صرف خوشی ملتی ہے میکپ میں کپڑوں میں اور پیسوں میں مارو مجھے مارو مجھے مارو جب میں مل جائے تب تو خوشی کی انتہائی اور ہوتی تو کیا میرے منہ پر دیکھ رہی,18,5,"[2, 5, 9, 11, 15, 19, 21, 22, 23, 24, 27, 27, 31, 33, 36, 37, 40, 48]","[3, 6, 34, 40, 47]",1,50,15,13,19,"(0, 38.0)","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 9, 0, 0, 9]"
47.11,204 (2).wav,بیوٹی فائی بائی امنہ پر لگی ہے اس پے مطلب اپ سوچیں صرف اور صرف 6000 میں صرف اور صرف 6000 میں اپ کوئی سی بھی پانچ چیزیں لے سکتے ہیں اور وہ بھی بیوٹی فائیو ارام نہ کی مطلب ہو سکتے ہیں اپ لوگ مطلب کوئی سی بھی ان کی پروڈکٹس میں سے کوئی سی بھی لے سکتے ہیں اور یہ سیل سیل 14 اگست تک کی ہے اس کے بعد بائے بائے ٹاٹا گڈ بائے میرے پاس دو دن ہو گئے ہیں میں تھوڑا سا دماغ کی تھی میں نے بلاگ کی چیز نہیں کیا تو کھولتے ہیں میں سنا تھا بچپن میں کینچی چلانے سے گھر میں لڑائی ہو جاتی ہے ہمارے تو ضرورت بھی نہیں چلانے کی ویسی ہوتی رہتی ہے,8,2,"[5, 6, 7, 8, 14, 36, 36, 45]","[24, 24]",1,47,9,10,27,"(0, 57.446808510638306)","[0, 0, 0, 0, 0, 0, 9]",[0]
66.97,204 (3).wav,اب ہم تمیز طریقے سے اسے کھول دیئے میں نے نکال دی ہے اچھا جی میں چیزیں نکال لوں پھر میں اپ لوگوں کو بتاتی ہوں میں نے کون کون سی 5 پروڈکٹس ان کی مین منگوائی ہیں سب سے پہلے میں نے ان کی منگوائی ہے یہ ریڈینٹ فاؤنڈیشن یہ اپ لوگ دیکھ سکتے ہیں ٹھیک ہے اس کی اصل میں جو پرائز ہے وہ 4000 ہے لیکن مجھے یہ ملی ہے 1299 میں اچھا جی اس کو میں اپ کو کھول کے دکھاتی ہوں اچھا جی اس کی جو فنش ہے نا وہ گلوئی لک میں نہیں ہے وہ میٹ میں ہے مجھے تو بہت پسند ہے میں یوز بھی کرتی ہوں تو مجھے تو بڑی بہت پسند ہے جو جو میری ویڈیوز دیکھ رہا ہوگا جو جو یہ یوز بھی کرتے ہیں وہ لوگ بھی میری بات ہے مجھ سے کہو گے کہ یہ کمال فنش دیتی ہے بڑے مزے کی جن کو میٹ فنش پسند ہے ہر کسی کا ایک اپنا بولتا ہے تو میں نے دبئی یہ,2,11,"[27, 39]","[5, 22, 30, 34, 42, 47, 48, 54, 58, 60, 62]",1,66,2,4,54,"(0, 81.81818181818183)","[0, 9]","[0, 0, 9, 9, 0, 0, 0, 9, 0, 0, 0]"
58.4,204 (4).wav,اچھا جی اب ان کی دوسری چیز ریڈینٹ کنسیڈر اس کی اصل میں جو پرائز ہے وہ 3200 ہے لیکن یہ مجھے ملا ہے 999 کا یہ دیکھ سکتے ہیں اپ لوگ اس کی ہم بات کرتے چلیں اس کو میں اپ لوگوں کو کھول کے دکھاتی ہوں یا یہ چیز میں پتا ہے کب یوز کرتی ہوں جب مجھے نہ ذرا مطلب ہیوی لک نہیں چاہیے ہوتی ہے جو فاؤنڈیشن کہہ رہا ہے وہ تو میں فارمل یوز کرتی ہوں وہ بھی جب میں یوز کرتی ہوں میں بہت کم مقدار میں اسے استعمال کرتی ہوں مجھے کہیں جانا پڑ جائے مطلب عام ٹیم میں تو میں صرف یہ یوز کرتی ہوں اچھی طرح سے پرائم منسٹر لگاکے تو میں اس کی کچھ ڈراپس لگا لیتی ہوں اور بڑا کمال ہے یقین کریں جس طرح کی اس کی شیپ ہے یار یہ اتنی کمال کی لک دیتا ہے نہ ایسے اپنے اسٹو جاتا ہے اپ کا مطلب ایسے,10,4,"[3, 7, 19, 22, 24, 33, 38, 40, 46, 55]","[0, 42, 48, 53]",1,58,1,3,54,"(0, 93.10344827586206)","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 9, 0, 0]"
42.19,204 (5).wav,اچھا جی اب یہ ان کی یہ فلورنس ائی شیڈو کے یہ بھی میں بہت زیادہ فملی یوز کرتی ہوں بہت زیادہ لیکن مہندی کا اتنی اچھی سیل لگی ہوئی ہے اس کی اصل میں کیا پرائز تھی میں مینشن کر دوں گی یہ بھی مجھے بہت زیادہ اف میں ملی ہے تو میں نے کہا یار لے لو اگے شادی بیاہ کے سیزن ا رہا ہے تو کریں گے استعمال اس میں مطلب میٹ میں بھی ہے ایک لیٹری لک بھی ہے میں اپ کو دکھاتی ہوں میں کلرز بھی ہیں ایک لیٹری بھی ہیں اور اپ کلر صرف چیک کریں اس پے,5,3,"[6, 9, 9, 19, 41]","[0, 11, 11]",1,42,3,5,29,"(0, 69.04761904761905)","[0, 0, 0, 9]","[0, 0]"
51.27,204 (6).wav,اس کے بعد ان سب یہ سب پروڈکٹس تو میری بہت فیورٹ ہیں مطلب میں نے ظاہری بات ہے اپنی مرضی سے منگوائی ہے لیکن ان سب میں اگر اپ لوگ کہنا کہ میری سب سے زیادہ فیورٹ کو فیورٹ کیا ہے تو یہ اپ لوگ کہیں گے یہ کیا ہے میں اپ لوگوں کو بتاتی ہوں صبر کریں ذرا اپ لوگ اتنی مزے کی چیز منگوائی ہے نہ میں اس کی کوالٹی پہلے تو اپ لوگ اس کی کوانٹیٹی چیک کریں اور پھر اس کی کوالٹی میں اپ لوگوں کو بتاؤں صرف ایک دفعہ اپ لوگ اس کے کلر چیک کریں میں میں کیا بتاؤں اپ لوگوں کو یار اس میں تین بلشون ہیں اور 3 ہائی لائٹرز ہیں ٹھیک ہے اس کی پرائز بھی میں یہ سائیڈ پے منشن کر دوں گی میرے ذہن سے نکل گئی اصل پرائز بھی اور اف پے کتنے کا ہے وہ بھی میں مینشن کر دوں,6,5,"[8, 12, 22, 23, 31, 32]","[3, 11, 19, 21, 40]",1,51,8,3,35,"(0, 68.62745098039215)","[0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0]"
58.44,204 (7).wav,ان سب چیزوں کے بعد جو ہماری اخری چیز بچی ہے سوری کیا کہوں میں کیا کہوں کیا میں مطلب یار مجھے تو پہلے اس چیز میں سے نہیں میں نکل پا رہی کہ اتنے کم پیسوں میں بیوٹی فائیور امنہ کی اتنی اچھی چیزیں کیسے ا سکتی یعنی میرا فیورٹ لیپ ٹاس ہے میں ہمیشہ یہیں سے منگواتی ہوں ریموو کلر میں ہے مجھے کالر یار اتنا مزے کا کلر ہے ابھی یہ تھوڑا یہ بھی میک میں اپنی جب یہ ڈرائیو کرنا اتنی اچھی لک دے گا نا یہ اس سے پہلے یہ بہت اچھی لوگ دے رہے تھے یہ اتنا کمال کا کیا مطلب ہے جس کا کلر اور اس کی اس کی کوالٹی بھی بہت اچھی ہے کتنا پیارا,4,7,"[4, 12, 14, 17]","[21, 33, 41, 46, 49, 57, 58]",0,58,9,8,39,"(0, 67.24137931034483)","[0, 0, 0, 9]","[9, 9, 0, 0, 0, 0, 0]"
55.75,204 (8).wav,اچھا جی سب سے پہلے میں اپ لوگوں کو ایک اہم چیز بتا دو اسپانسر ویڈیو میں نے خود پے کرکے یہ سب کچھ لیا ہے لیکن اس کے باوجود میں چاہتی ہوں کہ اپ لوگوں کا بھلا ہو جائے اس لئے اپ لوگ جلدی سے جائیں بیوٹی فائی امنہ کے پیج پر ان کے لنک میں الٹیمیٹ بجٹ بوس اور اس میں جون جون سی چیز ہے اپ لوگوں نے سلیکٹ کرنی ہے وہ کریں اور دوسرا ایک دوستانہ مشورہ دوں گی اپ لوگوں کو کہ وہاں پر موئسچرائزر سیٹنگ سے پرے وغیرہ ایسی چیزیں بھی ہیں لیکن وہ چیزیں لینے سے بہتر ہے کہ اپ ان کی عام طور پر بہت مہنگی ہوتی ہے جیسے ان کی فاؤنڈیشن وغیرہ میں نے اس لیے نہیں منگوایا کیوں کہ وہ چیزیں میرے پاس پہلے سے تھی تو میں نے یہ ساری چیزیں منگوا لیں مسکارا بھی بڑا کمال کا ہے وہ اپ لوگ کے اگے مرضی اپ لوگ یہ کیا کیا لینا ہے تو,9,6,"[4, 9, 15, 23, 31, 34, 37, 39, 43]","[0, 4, 27, 35, 40, 50]",0,55,6,7,42,"(0, 76.36363636363637)","[0, 0, 0, 9, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31.0,205 (144).wav,اچھا جی گاڑی کی جو تعریف ہے نا اس پہ تو بڑی بہت ساری میں نے ویڈیوز بنا دی ہیں لیکن اج کی ویڈیو میں نہ ہم بات کریں گے گاڑی کے مسئلے مسائل پے تو اگر اپ لوگوں نے الفن لے لی ہے تو میں اپ کو ایک بات بتا دوں اور اگر اپ اس کو لینے کا سوچ بھی رہے ہیں تو کم سے کم اپ نے ایک لاکھ روپیہ اپنے پاس رکھنا ہے اس کا جو مسئلے مسائل ہیں نا یہ گاڑی اپ سے 1 لاکھ روپے مانگے گی اور یہ میں رجسٹریشن کی بات نہیں کر رہا گاڑی میں جو جو ایشوز ہیں اج میں اس کو ڈسکس کروں گا اور میں اپ لوگوں کو بتاؤں گا کہ اپ کا 1 لاکھ روپے کہاں لگنے والا ہے,8,2,"[5, 6, 8, 15, 16, 19, 23, 23]","[0, 1]",1,30,0,0,0,"(1, 0.0)","[0, 0, 0, 0, 0, 0, 0]","[0, 0]"
31.76,205 (1).wav,تو چلے ویڈیو کو شروع کرتے ہیں اور ایک ایک کرکے میں اپ کو گاڑی میں مسئلے بتاتا ہوں اور گاڑی میں جو میجر ایشوز ہیں وہ تین ہی ہیں تو چلیں اس ویڈیو کو شروع کرتے ہیں یہ جو سب سے پہلا مسئلہ ہے وہ میرا خیال ہے جن لوگوں کے پاس سیل فون ہے ہر ایک بندے نے اس مسئلے کو فیس کیا ہے اور یہ جو ایشو ہے میرے ساتھ بھی ہوا ہے اور باقی بڑا ویل ناؤن ایشو ہے اس گاڑی کے اندر اور وہ والا جوشی ہے وہ ہے اس گاڑی کی بیٹری کا گاڑی کی جو بیٹری اس میں اتی ہے اوریجنل چنگان کی وہ الموسٹ اپ کی ایک سال بھی بڑی مشکل سے چلتی ہے,2,2,"[11, 31]","[14, 20]",1,31,0,0,0,"(1, 0.0)","[0, 0]","[0, 9]"
52.55,205 (2).wav,"بوسے کیسیز تو میں نے ایسے بھی سنے ہیں کہ گاڑی جو ہے ابھی کچھ 100 کلومیٹر چلی ہے اور گاڑی کی جو بیٹری ہے وہ فارغ ہو گئی ہے تو خیر میری گاڑی کی جو بیٹری تھی وہ تقریبا 21,000 کلومیٹر پر فارغ ہو گئی تھی اور اس کی جو کمپلیٹ ویڈیو وہ میرے چینل پر موجود ہے میں نے اس کو کیسے ریپلیس کیا ہے اپ ادھر سائیڈ پر لگے لنک پر کلک کر کے بھی وہ ویڈیو دیکھ سکتے ہیں تو سب سے پہلے یا میں اپ کو بڑی گارنٹی کے ساتھ یہ بات بتا سکتا ہوں اور اس کے بعد جو کمپلیٹ گائیڈنس ہے گاڑی کے اس بیٹری کا ایشو کو رزول کرنے کی وہ میرے چینل پر موجود ہے اس ویڈیو کو جا کے دیکھ سکتے ہیں اور گاڑی کی جو بیٹری ہے وہ اپ کو تقریبا کوئی پچیس ہزار کے قریب کاسٹ کرے گی اور جو گاڑی کی جو پرانی بیٹری ہے وہ اپ کی تقریبا اب کہہ سکتے ہیں کہ چار پانچ ہزار کی نکل جائے گی اور یہ گاڑی کی بیٹری اپ کو نئی 20000 میں کاسٹ کرے گی تو 20000 تو اپ کا سیدھا سیدھا یہ بیٹری کا ہو جائے گا",2,2,"[14, 28]","[8, 9]",0,52,2,1,3,"(0, 5.769230769230769)","[0, 9]","[0, 0]"
33.34,205 (3).wav,"اب اگر دوسرے ایشو کی بات کرلی جائے تو وہ اس گاڑی کا ٹائرس گاڑی کے جو ٹائرز ہیں ان میں بھی ایک ایشو ارہا ہے ان میں ببلز بن جاتے ہیں اور اگر تو اپ کی وارنٹی میں گاڑی ہے تو پھر تو یہ ریپلیس ہو جاینگے فری اف کاسٹ ادر وائز اپ کو ان گاڑی کے جو چاروں ٹائرز ہیں وہ چینج کروانے ہی پڑیں گے میں نے تو خیر اس گاڑی کے ٹائر کو مل رہا ہے تو یہ بھی اپ کو تقریبا تقریبا کوئی 40,000 پرانے بھی دیں گے کوئی اچھا ٹیل ڈلوائیں گے اپ کو 30 40,000 ایزیلی پڑیں گے",0,3,[],"[23, 30, 33]",0,33,0,0,1,"(0, 3.0303030303030303)",[],"[9, 0, 0]"
30.23,205 (4).wav,گاڑی کے فیچر اور اس کے ہڈن فیچرز اور اس گاڑی کی جو اچھی اچھی چیزیں تھی ایوریج اچھی تھی میں نے بڑی ویڈیوز بنائی ہے تو کچھ لوگ یہ سوچتے ہوں گے کہ پتا نہیں میں نے یہ گاڑی لے لی ہے تو شاید اس لئے مجھے اچھی لگتی ہے تو اسی لئے میں نے سوچا کہ اج ایک ایسی ویڈیو بنائی جائے کہ جس میں اس گاڑی کے جتنے بھی مسئلے ہیں مسائل ہیں وہ سارے اپ لوگوں کے ساتھ ڈسکس کیے جائیں کیونکہ اگر کوئی اس گاڑی کو لینے کا سوچ رہا ہے تو اس کو اس چیزوں کا ائیڈیا اچھی طرح سے ہونا چاہیے کہ اگر اپ نے یہ گاڑی لی تو اپ کو کن کن مسائل کا سامنا کرنا پڑے گا,4,5,"[4, 9, 18, 29]","[3, 4, 5, 12, 25]",0,30,0,0,2,"(0, 6.666666666666667)","[0, 0, 0, 0]","[9, 0, 0, 0, 1]"
41.4,205 (5).wav,اب یہ تیسرا جوس گاڑی کا سب سے ایک جو مجھے لگا ہے مسئلہ وہ اس کی پینٹ کوالٹی کا ہے گاڑی کی جو پینٹ کی کوالٹی ہے وہ اتنی کوئی ایکٹیوٹی مارک نہیں ہے گاڑی کی پینٹ کے اوپر چھوٹے چھوٹے ببلز بھی ابھی گاڑی گندی ہے وہ نظر نہیں ارہے بعد میں گاڑی کو جب واش کرواؤں گا تو اس کا میں کلپ ضرور کسی ویڈیو میں لگاؤں گا کہ اپ اس کوٹنگ بھی کروانی پڑے اور کوٹنگ بھی اپ کو پتہ ہے اگر اپ سرامک کوٹنگ کروائیں یا گلاس کوٹنگ کرائیں وہ بھی اپ کو کم سے کم بھی کوئی 20 25 30 ہزار میں اجکل پڑ رہی ہے یاد رکھیے گا میں ایکسچینجر کی بلڈ کوالٹی کی بات کر رہا ہوں وہ کوئی اتنی بھی اچھی نہیں ہے اس گاڑی کی پینٹ کی جو کوالٹی کی میں بات کر رہا ہوں ایکسیڈ,7,2,"[4, 10, 13, 14, 28, 29, 37]","[11, 37]",1,41,2,0,2,"(1, 4.878048780487805)","[0, 0, 0, 0, 9, 0, 0]","[0, 0]"
59.12,205 (6).wav,نو ڈاؤٹ گاڑی کا جو انٹیرئیر ہے وہ بڑا ہی زبردست ہے گاڑی کے جو انٹیرئیر کی کوالٹی ہے وہ بالکل ایکسپیرینس سے اپوزیٹ ہے انٹیریئر سے اپ کو کسی قسم کی کوئی چیف فیل نہیں اتی بڑا ہی سولڈ قسم کا انٹیرئر لگتا ہے لیکن یس گاڑی کی جو ایکسٹر کی جو ہے بلڈ کی جو کوالٹی ہے وہ تھوڑی سی ڈاؤن ہے اس میں گندی ہے لیکن میں بھی اپ کو نظر ا جائے یہ اپ دیکھ سکتے ہیں یہاں سے اور اس کے علاوہ یہ گاڑی کی جو بیک لائٹ ہے اس کو بھی اپ یہاں سے دیکھ سکتے ہیں یہاں پے بھی کافی زیادہ گیپ موجود ہے اور ادھر والی جو لائٹ ہے یہ بالکل ٹھیک ہے اس کے ساتھ پرفیکٹ فٹنگ میں لیکن اس کا اپ دیکھ سکتے ہیں کہ یہاں پے کافی زیادہ گیپ موجود ہے کوئی یہاں پہ کوالٹی کا ہے ایشو باقی اگر اپ کو میں یہاں سے بھی قریب سے دکھاؤں تو یہ اپ دیکھ سکتے ہیں یہاں پے گاڑی کا جو پینٹ ہے یہ کوئی یہاں پہ کسی قسم کا یہ کوئی نشان نہیں ہے یہ گاڑی کا پینٹ ہی اس طرح کا ہے تو اس طرح کی گاڑی کی پینٹ میں ایشوز ہیں,14,7,"[3, 6, 10, 13, 18, 19, 20, 31, 32, 34, 37, 40, 41, 53]","[9, 12, 31, 35, 36, 40, 52]",0,59,1,0,7,"(0, 11.864406779661017)","[0, 0, 9, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
56.75,205 (7).wav,اور نوٹ اؤٹ جو گاڑی میں فیچرز ہیں ویلیو فور منی گاڑی ہے ہر چیز اچھی ہے گاڑی کی میں نے اپنی ویڈیوز میں بتایا ہے کافی کچھ اور ساری ویڈیو چینل پر موجود ہے اپ دیکھ سکتے ہیں لیکن یس یے کچھ چیزیں ہیں جو کہ گاڑی کو گاڑی میں یہ تھوڑے سے ڈراب ہے باقی اگر میں اپ کو انٹیریر کی کوالٹی دکھاؤں تو نو ڈاؤٹ بہت زبردست ہے اپ گاڑی کا ڈورس کی سائیڈ پے جو اسٹیچنگ دیکھ لیں یہ بڑی زبردست ہے اور سیٹ کی جو ٹیچنگ ہے وہ بڑی زبردست ہے اور جو انجینئر کی فیل ہے وہ بڑی زبردست ہے یہ اگر اپ میں اپ کو یہاں سے دکھا سکوں تو اپ دیکھ سکتے ہیں کہ اگر اس کو ون ورڈ میں ڈسکرائب کیا جائے تو اٹس پرفیکٹ مطلب بڑا ہی زبردست قسم کا انٹیریئر ہے کہیں پہ اپ کو کسی قسم کے سائیڈ پے کوئی گیپس کسی قسم کی کوئی چیز اپ کو نظر نہیں ائے گی اپ دیکھ سکتے ہیں گاڑی کی جو انٹیرئیر کی جو کوالٹی ہے فنشنگ کوالٹی ہے وہ میں اس کو 10/10 ریٹ کروں گا بہت اپ ٹودی مارک ہے,9,7,"[4, 12, 21, 25, 28, 31, 41, 47, 48]","[3, 5, 8, 40, 41, 44, 46]",0,56,4,0,11,"(0, 19.642857142857142)","[0, 9, 0, 9, 0, 0, 0, 0, 0]","[9, 0, 0, 9, 0, 1, 0]"
16.23,205 (8).wav,یس جو ایکس ٹیریر ہے اس میں بہت سارے فالٹ ہیں وہ میں نے اپ کو ویڈیو میں دکھا دی ہیں لیکن اہستہ اہستہ اس کو بھی امید ہے چنگان امپروو کر رہی ہے اور جو نئی انے والی گاڑیاں ہیں ان میں بہت کم شکایات مل رہی ہیں کہ گاڑی کا جو پینٹ ہے اس میں جو بھی مسائل ہیں وہ ختم کیا جارہے ہیں,5,2,"[5, 11, 11, 15, 15]","[7, 8]",0,16,1,0,15,"(0, 93.75)","[0, 0, 0]","[0, 0]"
8.36,205 (9).wav,دو تین چیزیں ہیں میرے مائنڈ میں جو میں نے اپ کو بتائی ہیں بیٹری ٹائرز اور یہ تھوڑی سی ایکسچینجر کی جو بلڈ کوالٹی کا جو تھوڑا سا ایشو ہے پینٹ کا وہ والا,0,0,[],[],0,8,0,0,2,"(0, 25.0)",[],[]
61.51,205 (10).wav,لیکن ایک جو اس میں مجھے تو خیر کوئی اتنا زیادہ نہیں کوئی ایشو ا رہا لیکن اس چیز کی بھی بہت کمپلین کر رہے ہیں لیکن مجھے یس مجھے رات کو تھوڑا سا فیل ہوتا ہے کہ گاڑی کی جو فرنٹ کی جو ہیڈ لائٹس ہیں ان کی جو لائٹس ہیں وہ تھوڑی سی ڈم ہے وہ کافی تیز ہوتی ہے لیکن اس کی تھوڑی سی ڈیم ہے تو مجھے بھی ہوتی ہے اور کافی لوگوں کو اس کے بارے میں بھی کمپلین ہے تو اس کو لے کے بھی کچھ لوگوں نے یہ کیا ہے کہ اس میں جو ایل ای ڈی ہیں وہ انہوں نے جو ہے ایچ ڈی وہ چینج ریپلیس کی ہوئی ہیں لائٹ کو بہتر کرنے کے لئے تو خیر مجھے تو ابھی اتنا زیادہ کوئی نئی ایشو ا رہا کہ رات کے ٹائم مجھے کوئی بہت زیادہ نہیں فیل ہوتا کہ مجھے کچھ نہیں نظر ارہا جی بہت زیادہ ڈیم ہے میرا گزارا چل رہا ہے تو میں نے ان کو چینج نہیں کروایا باقی میں نے اپ کو بتا دیا بیٹری ٹائرز اور ابھی میرا ارادہ ہے کہ اس کو جو گلاس کوٹنگ ہے وہ بھی اس گاڑی کی کروائی جائے تاکہ اس کی جو پینٹ کے تھوڑے بہت جو ببلز اور اس طرح کی چیزیں تھوڑی کور ہو جائیں گی,14,5,"[0, 3, 3, 5, 5, 8, 17, 18, 37, 40, 41, 42, 44, 48]","[2, 17, 21, 34, 35]",0,61,0,0,1,"(0, 1.639344262295082)","[0, 9, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
18.92,205 (11).wav,تم ہی تو ویڈیو اپ کو پسند ہوگی کہ چینل پر نئے ہے تو چینل کو لازمی سبسکرائب کیجیے بلیکن پر لازمی کلک کیجئے تاکہ میرے ہر نئی نئی ویڈیو کا نوٹیفکیشن اپ کو ملتا رہے اور میرے چینل پہ الفاظ اور بھی بہت ساری ویڈیوز ہیں اپ میرے چینل کو وزٹ کر کے وہ ساری ویڈیوز دیکھ سکتے ہیں دعاؤں میں یاد رکھیے گا اپنا خیال رکھیے گا یہ ویڈیو کے ساتھ اپ کی خدمت میں,3,2,"[4, 5, 19]","[2, 4]",0,18,0,0,2,"(0, 11.11111111111111)","[0, 0, 0]","[0, 0]"
41.84,205 (12).wav,بسم اللہ الرحمن الرحیم السلام علیکم میرا نام ہے خواجہ محمد عمر اور اپ دیکھ رہے ہیں کار میں پی کے ویلکم بیک کی ہے اور اج کی جو ویڈیو ہے بہت امپورٹنٹ ہے اینڈ تک ضرور دیکھیے گا کیونکہ وہ لوگ جو کہہ رہے تھے کہ یار تم ایلسن 1.3 مینول 2 سال چلانے کے بعد سیل کرنے کے بعد دوبارہ سن کیوں خرید لی اور بھی سیم ایئر کا ماڈل لیکن 1500 سی سی تو یہ چیز یہ بتاتی ہے کہ ہاؤ مچ ائی ٹرسٹ اونٹ میں اپ کو اج کی ویڈیو میں ٹروز این کونس سب بتاؤں گا اور ساتھ ہی بتاؤں گا کیوں اپ کو بھی لینی چاہیے ایل فون 1.5,2,1,"[27, 29]",[21],0,41,16,3,21,"(0, 51.21951219512195)","[0, 0]",[0]
